  1.1021580e-002  1.3269413e+000
  1.1168307e-002  1.3042116e+000
  1.1250423e-002  1.2863344e+000
  1.1284240e-002  1.2739775e+000
  1.1286742e-002  1.2674754e+000
  1.1274392e-002  1.2668779e+000
  1.1262775e-002  1.2719883e+000
  1.1266337e-002  1.2823840e+000
  1.1298359e-002  1.2974223e+000
  1.1370644e-002  1.3162310e+000
  1.1493659e-002  1.3377290e+000
  1.1675486e-002  1.3606379e+000
  1.1921858e-002  1.3835630e+000
  1.2235142e-002  1.4050672e+000
  1.2614366e-002  1.4237860e+000
  1.3054163e-002  1.4385057e+000
  1.3545276e-002  1.4482531e+000
  1.4073314e-002  1.4523448e+000
  1.4619467e-002  1.4504352e+000
  1.5160502e-002  1.4425502e+000
  1.5669636e-002  1.4291031e+000
  1.6118281e-002  1.4109104e+000
  1.6478386e-002  1.3891916e+000
  1.6725613e-002  1.3655628e+000
  1.6843144e-002  1.3420229e+000
  1.6825169e-002  1.3209131e+000
  1.6681301e-002  1.3048370e+000
  1.6438826e-002  1.2964601e+000
  1.6144823e-002  1.2981592e+000
  1.5863324e-002  1.3113959e+000
  1.5668685e-002  1.3359278e+000
  1.5631695e-002  1.3691282e+000
  1.5802306e-002  1.4060334e+000
  1.6193707e-002  1.4404810e+000
  1.6777754e-002  1.4669685e+000
  1.7492408e-002  1.4821349e+000
  1.8257467e-002  1.4851843e+000
  1.8991570e-002  1.4774008e+000
  1.9624618e-002  1.4613509e+000
  2.0106011e-002  1.4402012e+000
  2.0408780e-002  1.4172596e+000
  2.0530914e-002  1.3957023e+000
  2.0494362e-002  1.3783701e+000
  2.0341472e-002  1.3675567e+000
  2.0130357e-002  1.3647626e+000
  1.9925820e-002  1.3704102e+000
  1.9790437e-002  1.3836554e+000
  1.9773528e-002  1.4024218e+000
  1.9903289e-002  1.4237861e+000
  2.0183526e-002  1.4446305e+000
  2.0596062e-002  1.4623188e+000
  2.1107430e-002  1.4751225e+000
  2.1677418e-002  1.4823055e+000
  2.2265430e-002  1.4839415e+000
  2.2835227e-002  1.4806476e+000
  2.3356430e-002  1.4733392e+000
  2.3805376e-002  1.4630784e+000
  2.4164193e-002  1.4509972e+000
  2.4422124e-002  1.4382786e+000
  2.4575647e-002  1.4261498e+000
  2.4630154e-002  1.4158549e+000
  2.4601636e-002  1.4085902e+000
  2.4516593e-002  1.4053707e+000
  2.4411318e-002  1.4068542e+000
  2.4328215e-002  1.4131412e+000
  2.4309181e-002  1.4236268e+000
  2.4388465e-002  1.4370008e+000
  2.4584987e-002  1.4514483e+000
  2.4898620e-002  1.4650352e+000
  2.5310596e-002  1.4761433e+000
  2.5788638e-002  1.4837949e+000
  2.6295400e-002  1.4877606e+000
  2.6796385e-002  1.4884572e+000
  2.7267236e-002  1.4867115e+000
  2.7696218e-002  1.4834775e+000
  2.8084447e-002  1.4795839e+000
  2.8441708e-002  1.4755516e+000
  2.8781203e-002  1.4715235e+000
  2.9112767e-002  1.4673048e+000
  2.9438622e-002  1.4625118e+000
  2.9750678e-002  1.4567766e+000
  3.0032858e-002  1.4499424e+000
  3.0264536e-002  1.4421903e+000
  3.0427975e-002  1.4340685e+000
  3.0513109e-002  1.4264095e+000
  3.0523061e-002  1.4201793e+000
  3.0474720e-002  1.4162699e+000
  3.0396500e-002  1.4152870e+000
  3.0323837e-002  1.4173848e+000
  3.0290482e-002  1.4221829e+000
  3.0321502e-002  1.4288399e+000
  3.0427079e-002  1.4362527e+000
  3.0601068e-002  1.4433541e+000
  3.0823802e-002  1.4493857e+000
  3.1068824e-002  1.4540677e+000
  3.1310646e-002  1.4576108e+000
  3.1532768e-002  1.4605983e+000
  3.1731052e-002  1.4637718e+000
  3.1915736e-002  1.4677998e+000
  3.2107712e-002  1.4730661e+000
  3.2333446e-002  1.4795368e+000
  3.2616868e-002  1.4867371e+000
  3.2973155e-002  1.4938543e+000
  3.3404027e-002  1.4999366e+000
  3.3896502e-002  1.5041274e+000
  3.4425763e-002  1.5058571e+000
  3.4960274e-002  1.5049452e+000
  3.5467885e-002  1.5015977e+000
  3.5921256e-002  1.4963273e+000
  3.6301614e-002  1.4898338e+000
  3.6600159e-002  1.4828791e+000
  3.6818476e-002  1.4761820e+000
  3.6965966e-002  1.4703395e+000
  3.7057743e-002  1.4657835e+000
  3.7111739e-002  1.4627684e+000
  3.7145812e-002  1.4613847e+000
  3.7176357e-002  1.4615910e+000
  3.7217103e-002  1.4632554e+000
  3.7279170e-002  1.4661919e+000
  3.7371086e-002  1.4701854e+000
  3.7499910e-002  1.4750075e+000
  3.7671060e-002  1.4804152e+000
  3.7889274e-002  1.4861452e+000
  3.8157375e-002  1.4919075e+000
  3.8476733e-002  1.4973858e+000
  3.8845628e-002  1.5022485e+000
  3.9258652e-002  1.5061707e+000
  3.9706920e-002  1.5088665e+000
