  2.6611099E-03  1.0695500E-02
  2.9421600E-03  1.0773800E-02
  3.1573300E-03  1.0798300E-02
  3.3004100E-03  1.0790800E-02
  3.3712499E-03  1.0771500E-02
  3.3739901E-03  1.0757700E-02
  3.3155500E-03  1.0763700E-02
  3.2044901E-03  1.0801000E-02
  3.0503499E-03  1.0878800E-02
  2.8634099E-03  1.1004200E-02
  2.6546100E-03  1.1182900E-02
  2.4356800E-03  1.1418600E-02
  2.2191501E-03  1.1713500E-02
  2.0184501E-03  1.2067500E-02
  1.8477699E-03  1.2478300E-02
  1.7219100E-03  1.2940100E-02
  1.6557300E-03  1.3443700E-02
  1.6631100E-03  1.3974700E-02
  1.7553699E-03  1.4513700E-02
  1.9389500E-03  1.5036000E-02
  2.2128599E-03  1.5512600E-02
  2.5661199E-03  1.5912700E-02
  2.9761300E-03  1.6207401E-02
  3.4086099E-03  1.6374599E-02
  3.8197399E-03  1.6404301E-02
  4.1607101E-03  1.6302601E-02
  4.3844301E-03  1.6094800E-02
  4.4534099E-03  1.5824100E-02
  4.3473500E-03  1.5548500E-02
  4.0689600E-03  1.5332600E-02
  3.6463400E-03  1.5238500E-02
  3.1310900E-03  1.5314900E-02
  2.5918700E-03  1.5588300E-02
  2.1043201E-03  1.6056400E-02
  1.7388701E-03  1.6687401E-02
  1.5488700E-03  1.7423701E-02
  1.5611500E-03  1.8190600E-02
  1.7711500E-03  1.8908801E-02
  2.1435400E-03  1.9507200E-02
  2.6182900E-03  1.9934800E-02
  3.1212000E-03  2.0168699E-02
  3.5765001E-03  2.0217000E-02
  3.9193602E-03  2.0116100E-02
  4.1057901E-03  1.9922800E-02
  4.1182502E-03  1.9704601E-02
  3.9661899E-03  1.9527100E-02
  3.6820199E-03  1.9444900E-02
  3.3136499E-03  1.9493900E-02
  2.9154599E-03  1.9688601E-02
  2.5397199E-03  2.0023100E-02
  2.2298300E-03  2.0475000E-02
  2.0163499E-03  2.1010900E-02
  1.9157500E-03  2.1592600E-02
  1.9314300E-03  2.2181500E-02
  2.0557800E-03  2.2742501E-02
  2.2726499E-03  2.3245599E-02
  2.5593101E-03  2.3667401E-02
  2.8879300E-03  2.3991000E-02
  3.2269000E-03  2.4208000E-02
  3.5424000E-03  2.4319001E-02
  3.8009800E-03  2.4335099E-02
  3.9730598E-03  2.4278700E-02
  4.0372000E-03  2.4181901E-02
  3.9841402E-03  2.4084000E-02
  3.8196000E-03  2.4026500E-02
  3.5646700E-03  2.4046401E-02
  3.2533400E-03  2.4170499E-02
  2.9272099E-03  2.4410101E-02
  2.6284000E-03  2.4759499E-02
  2.3921500E-03  2.5197299E-02
  2.2408201E-03  2.5691099E-02
  2.1809500E-03  2.6204800E-02
  2.2038999E-03  2.6705600E-02
  2.2900600E-03  2.7170900E-02
  2.4153299E-03  2.7590699E-02
  2.5581000E-03  2.7967701E-02
  2.7048299E-03  2.8312800E-02
  2.8525000E-03  2.8639499E-02
  3.0075500E-03  2.8957000E-02
  3.1815199E-03  2.9266199E-02
  3.3848200E-03  2.9557500E-02
  3.6207600E-03  2.9813800E-02
  3.8814801E-03  3.0014601E-02
  4.1474001E-03  3.0144000E-02
  4.3903999E-03  3.0195599E-02
  4.5799301E-03  3.0177500E-02
  4.6904301E-03  3.0111600E-02
  4.7079101E-03  3.0029699E-02
  4.6338001E-03  2.9967699E-02
  4.4850199E-03  2.9956600E-02
  4.2898902E-03  3.0016501E-02
  4.0814299E-03  3.0152099E-02
  3.8893200E-03  3.0352900E-02
  3.7331500E-03  3.0596901E-02
  3.6183901E-03  3.0857399E-02
  3.5363501E-03  3.1110300E-02
  3.4678199E-03  3.1341501E-02
  3.3895201E-03  3.1549498E-02
  3.2814001E-03  3.1746600E-02
  3.1329000E-03  3.1954501E-02
  2.9466399E-03  3.2198898E-02
  2.7385200E-03  3.2501701E-02
  2.5345201E-03  3.2875601E-02
  2.3650201E-03  3.3320200E-02
  2.2581699E-03  3.3821199E-02
  2.2340100E-03  3.4353200E-02
  2.3005100E-03  3.4884501E-02
  2.4523700E-03  3.5383001E-02
  2.6725500E-03  3.5821699E-02
  2.9358601E-03  3.6182702E-02
  3.2136401E-03  3.6458801E-02
  3.4783599E-03  3.6653802E-02
  3.7072401E-03  3.6779601E-02
  3.8843900E-03  3.6853600E-02
  4.0013101E-03  3.6895402E-02
  4.0560798E-03  3.6923699E-02
  4.0517901E-03  3.6954898E-02
  3.9946502E-03  3.7002102E-02
  3.8924599E-03  3.7075400E-02
  3.7535999E-03  3.7182100E-02
  3.5865800E-03  3.7328001E-02
  3.4001200E-03  3.7517302E-02
  3.2035401E-03  3.7753601E-02
  3.0070699E-03  3.8038701E-02
  2.8220599E-03  3.8373102E-02
  2.6606999E-03  3.8754400E-02
  2.5353499E-03  3.9176699E-02
  2.4574699E-03  3.9630800E-02
